,Russian,English
969,Суп-капучино с шоколадным фондоном и мороженым из грецкого ореха,Cappuccino-soup with chocolate fondant and walnut ice cream
970,Рожки с тартаром из говядины с морковным соусом и чаем Лесной дар,"Cones with beef steak tartare, carrot sauce and Forest gift tea"
971,Фермерская морковь запечённая по-перуански десертом и напитками,Peruvian style baked farm carrots with dessert and beverages
972,Фермерская перепёлка с кремом из копченой тыквы и молочным улуном,Farm quail with smoked pumpkin cream and milk oolong
973,Эспрессо с конфетами ручной работы «Вкусы Енисейской Сибири»,"Espresso with handmade sweets ""Flavours of the Yenisey Siberia"""
974,Тирамису с домашней лапшой и тигровыми креветками в креветочном биске с вяленым желтком,Tiramisu with homemade noodles and tiger prawns in shrimp bisque with dried yolk
975,"Оленина с зелёными щами, кабачком и печеным кремом из молока","Venison with green shchi, eggplant and baked milk cream"
976,Конфета из тёмного шоколада с мраморной говядиной Black Angus и вяленой клюквою,Dark chocolate sweets with marbled Black Angus beef and dried cranberries
977,Утиная ножка конфи с белыми грибами и чипсами из вяленой клюквы,Duck leg confit with porcini mushrooms and dried cranberry chips
978,Тартар из хакасской говядины с кедровым сыром и муссом васаби,Khakass beef tartare with cedar nut cheese and wasabi mousse
979,Брускетта с печеным баклажаном и тартаром из оленя на профитролях из тувинского далгана,Bruschetta with baked eggplant and deer tartare in Tuva dalgan profiteroles
980,Сыровяленый марал с черёмуховым медовиком со сметанным кремом на черном кофе,Siberian stag with bird cherry honey cake and black coffee buttercream
981,Домашняя лапша с неркой и обожженным чесноком в креветочном биске,Homemade noodles with sockeye salmon and charred garlic in shrimp bisque
982,Мурманская форель с авторскими травяными сборами и диковинками из гречишных оладий,Murmansk trout with original herbal collection and delicacies from buckwheat fritters
983,"Чёрный оливье с таёжной брусникой, угольным картофелем и икрой енисейской стерляди","Black Russian salad with taiga cranberries, charcoal potatoes and Yenisei sterlet caviar"
984,"Пельмени кундюмы с дичью в крепком бульоне из белых грибов, взбитой сметаной и соусом тоннато","Kundyuma dumplings with wild meat in strong porcini mushrooms broth, whipped sour cream and tonnato sauce"
985,"Окрошка с цыплёнком, маринованным огурцом и демигласом на лесных грибах","Okroshka cold soup with kvass and chicken, pickled cucumber and demi-glace forest mushrooms"
986,"Таймырский олень с черри и битыми огурцами, подается с фермерской сметаной и lemon jelly","Taimyr deer with cherry tomatoes and smashed cucumbers, served with farm sour cream and lemon jelly"
987,Шоколадный фондан с мороженым из грецкого ореха и черным чесноком с песто из петрушки,Chocolate fondant with walnut ice cream and black garlic with parsley pesto
988,Камчатская нерка с печеными перцами и трюфельным соусом,Kamchatka sockeye salmon with roasted peppers and truffle sauce
989,Ростбиф с капустой и маринованными помидорами,Roast beef with cabbage and pickled tomatoes
990,Пельмени с дичью в крепком бульоне из белых грибов,Wild meat dumplings in strong porcini mushrooms broth
991,Лимонный пирог с кремом маскарпоне и базиликовым мороженым,"Lemon pie with mascarpone cream, basil ice cream"
992,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
993,"Таймырский олень с глазированнной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней","Taimyr deer with glazed beets, wild garlic and black garlic aioli with port, bone marrow and pickled cherries"
994,Котлета из дикого кабана с хрустящими баклажанами и маринованными томатами на морковном хумусе,Wild boar cutlet with crispy eggplant and marinated tomatoes on carrot hummus
995,Цыплёнок в глазури из трюфельного мёда с печеными картофелями и сморчками с кедровым орехом,Chicken in truffle honey glaze with baked potatoes and morels served with pine nuts
996,Брускетта с печёным баклажаном и хрустящими камнями с сырным кремом на копчёном хариусе,Bruschetta with baked eggplant and crispy rocks with smoked grayling-cheese cream
997,Тигровые креветки с горошком и брокколи с сырным соусом,Tiger prawns with peas and broccoli with cheese sauce
998,"Брускетта с рикоттой, кремом авокадо и зеленым салатом с семечками"," Bruschetta with ricotta cheese, avocado cream, lettuce and sunflower seeds"
999,"Салат Панцанелла со страчателлой, маслинами и сырными сухариками с тунцом в собственном соку"," Panzanella salad with stracciatella di bufal, olives, cheese croutons and tuna in its own juice"
1000,"Зеленый салат с киви, кабачком, огурцом и зеленым горошком с листьями шпината в заправке цитронет"," Green salad with kiwi, eggplant, cucumber, pees, spinach and citronette dressing"
1001,Крудо из свежих лосося и дорадо с томатной сальсой и каперсами," Salmon and dorado crudo, tomato salsa and capers"
1002,Орекьетте в фисташковом креме с тигровыми креветками и жареными фисташками," Orecchiette pasta, pistachio crème-sauce, tiger prawns and fried pistachio nuts"
1003,Медзи со снежным крабом в соусе неаполетана с домашней страчателлой," Mezzi pasta, snow crab, neapolitan sauce and home-made stracciatella di bufala "
1004,Грудка цыпленка с птитимом и трюфельным муссом пармезан, Chicken breast with ptitim and truffle Parmesan mousse
1005,"Пицца Тунна Кон Чиполла с тунцом, красным луком, маслинами и моцареллой"," Tonno e cipolla pizza with tuna, red onion, olives and mozzarella"
1006,"Пицца Перра Пеканте с голубым сыром дор блю, грушой, рукколой и лепестками арахиса"," Pera picante pizza with dorblu cheese, pear, rucola, peanut flakes"
1007,Лимонный пирог с кремом маскарпоне и базиликовым мороженым," Lemon pie with mascarpone cream, basil ice cream"
1008,Строганина,Stroganina
1009,Нельма ,Nelma
1010,Нерка ,Sockeye salmon
1011,Оленина ,Venison
1012,Северные рыбы,Northern fish 
1013,Чир,Broad whitefish
1014,Кижуч ,Atlantic salmon
1015,Нерка  ,Sockeye salmon
1016,Тугун  ,Tugun
1017,Устрицы,Oysters
20,"Устрица подается на льду с домашним смородиновым уксусом, соусом понзу и лимоном","Oyster served on ice with homemade currant vinegar, ponzu sauce and lemon"
1019,Икра,Caviar
1020,Осетр ,Sturgeon
1021,Кижуч  ,Atlantic salmon
1022,Хариус,Grayling
1023,Сыровяленое,Dry-aged delicatessen
1024,Коппа из яка,Yak сoppa
1025,Сыровяленый марал,Siberian stag
1026,Сыровяленый лось,Elk
1028,"Севиче из нерки с компрессионным огурцом в зеленом соусе на перцах, халапеньо и ряженке с ферментированным крыжовником
 ","Sockeye salmon ceviche with compressed cucumber in green sauce with peppers, jalapenos and  fermented gooseberries"
1029,Тартар из хакасской говядины с дегидрированным тувинским яком в картофельной канеле с соусом из печеного перца,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
1030,Тартар из корейки косули с тоннато на тугуне на стеклянном хлебе с юколой лося/корзинка с дикой стерлядью и сырным муссом с икрой из зеленого горошка с копченым желтком/ пате из марала в ежевичной глазури ,Roe deer loin tartare with tugun tonatto and elk yukola on glass bread / wild sterlet and cheese mousse tartlet with green pea caviar and smoked yolk / blackberry-glazed siberian stag pâté 
1031,Хрустящие камни с сырным кремом на копченом хариусе и юкколой нерки с икрой хариуса ,"Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar"
1032,Туруханский муксун в остром свекольном креме с маринованными черри и кинзой ,Turukhansk muksun in spicy beetroot cream with pickled cherry tomatoes and cilantro
1033,Тартар из оленя на профитролях из тувинского далгана с икрой хариуса ,Deer tartare in Tuva dalgan profiteroles with grayling caviar
1034,Бочковые рыжики со сметанным муссом на хрене и огурцами в укропном масле с маринованным луком ,Forest mushrooms with horseradish sour cream mousse and cucumbers in dill oil with pickled onions
1035,"Разные сыры с абанским мёдом, ягодным мармеладом и грецким орехом","Various cheeses with blueberries, local honey, berry marmalade and walnut"
1036,"Брускетта с печеным баклажаном, страчателлой и грецким орехом ","Bruschetta with baked eggplant, stracciatella and walnut"
1037,Брускетта с камчатским крабом и копченым хариусом ,Bruschetta with red king crab and smoked grayling
1038,Салаты,Salads
1039,"Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки
",Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
1040,"Зеленый салат с арбузной редькой и броколи, авокадо, цукини, и разными листьями в медовом винегрете ","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
1041,"Стейк-салат с мраморной говядиной  Black Angus с молодым картофелем, битыми огурцами, печеными перцами и разными листьями в горчичном дипе ","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
1042,"Тигровые креветками с  домашней страчателлой, горошком и листьями ромейна с огуречным кетчупом ","Tiger prawns with homemade stracciatella, peas and romaine lettuce served with cucumber ketchup"
1043,"Чафан на морковном хумусе с телятиной, вешенками и хрустящим картофелем ","Chafan salad with veal, oyster mushrooms and crispy potatoes on carrot hummus "
1044,"Черный оливье с камчатским крабом, малосольным лососем и икрой кижуча ","Black Russian salad with red king crab, lightly salted salmon and silver salmon caviar"
1045,Супы,Soups
1046,"Крем из запеченой в печи тыквы и моркови с имбирем, тигровыми креветками гриль и попкорном из гречки ","Oven baked pumpkin and carrot cream with ginger, grilled tiger prawns and buckwheat popcorn"
1047,Уха из северных рыб с с молоками лосося и томатом ,Traditional russian fish soup uha with salmon milt and tomato
1048,"Борщ с копченым гусем, фермерским копченым салом и сметаной","Borscht with smoked duck, traditionally smoked lard, served with sour cream"
1049,Пельмени ,Dumplings 
1050,Черные буузы лотос с острой хакасской бараниной в пряном соусе из трав и ткемали с холодным бульоном кукси ,"Black lotus-shaped buuz with spicy Khakass lamb, spicy herb-tkemali sauce and cold kuksu broth"
1051,"Пельмени с дичью в крепком бульоне
из белых грибов",Wild meat dumplings in strong porcini mushrooms broth
1052,Пельмени из северных рыб в копченом рыбном бульоне с икрой лосося ,Northern fish dumplings in smoked fish broth with salmon caviar
1053,Тувинские чебуреки хуужуры с оленем и бараньим салом в соусе на куруте  ,Tuvan reindeer meat and mutton fat khuushuur with kashk dipping sauce
1054,Пельмени с камчатским крабом и тигровыми креветками в трюфельном голландезе на апельсине ,Dumplings with king crab and tiger prawns in truffle orange hollandaise
1055,Не пельмени,Main course
1056,Фаланга камчатского краба с пюре из печеного яблока и брусники с муссом васаби ,"King crab phalanges, baked apple and lingonberry purée served with wasabi mousse"
1057,"Камчатская нерка в хрустящем кляре с вуалью из креветок и острым соусом из шампанского, водорослями и цветной капустой
","Kamchatka sockeye salmon in crispy batter with a veil of shrimp and spicy champagne sauce, seaweed and cauliflower"
1058,Домашняя лапша с магаданскими креветками и белыми грибами в креветочном биске с вяленым желтком  ,"Homemade noodles, Magadan shrimps and porcini mushrooms in shrimp bisque with dried yolk"
1059,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу ,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
1060,Енисейский сиг в релише из белых грибов и мидий с трюфельной перловкой ,Yenisei whitefish served with mushroom relish and mussels with truffle pearl barley
1061,Таймырский палтус в сырной биске из раков с картофельным кремом и молодыми листьями ,"Taimyr halibut garnished with crayfish cheese bisque, potato purée and baby leaves"
1062,Жареный сахалинский гребешок с фуагра и тертой юколой оленя ,Fried Sakhalin scallop with foie gras and finely grated deer yukola
1064,"Каре хакасского ягненка с молодым картофелем, сморчками и соусом из таежной черемши ","Khakass lamb rack, baby potatoes, morels and Taiga wild garlic sauce"
1065,"Камчатская нерка в грибной глазури с цукини
и шпинатом и соусом из сморчков","Kamchatka sockeye salmon in mushroom glaze with zucchini and spinach, garnished with morel sauce"
1066,"Таймырский олень с глазированнной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней
","Taimyr deer with glazed beets, wild garlic and black garlic aioli with port, bone marrow and pickled cherries"
1067,Мурманская форель с муссом из копченого лосося и картофелем из печи и огуречным соусом  ,Murmansk trout with smoked salmon mousse and oven-baked potatoes with cucumber sauce
1068,Креветки на гриле с пюре манго и песто из петрушки ,Grilled shrimp with mango purée and parsley pesto
1069,Стейк Портерхаус Black Angus на компанию  ,Black Angus porterhouse steak for a group
1070,Стейк стриплойн Black angus с квашеной капустой и брусникой  ,Black Angus striploin steak with sauerkraut and cranberries
1072,Стейк Денвер  Black Angus с квашеной капустой и брусникой ,Black Angus denver steak with sauerkraut and cranberries
1073,Из дровяной печи,Out of wood stove
1074,"Фермерская перепелка, фаршированная картофелем и белыми грибами с кедровым орехом, ванильным пюре из сельдерея и маринованной рябиной ","Farm quail stuffed with potatoes, porcini mushrooms and pine nuts, served with vanilla-celery purée and pickled rowanberries"
1075,Енисейский ленок с печеной капустой в соусе из шампанского с икрой хариуса,"Yenisei asiatic trout with baked cabbage, champagne sauce and grayling caviar"
1076,"Цыплёнок в глазури из трюфельного мёда
с кукурузным муссом и припущенным
шпинатом с кедровым орехом ",Chicken in truffle honey glaze with corn mousse and poached spinach served with pine nuts
1077,"Утиная ножка конфи с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов
",Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
1078,Овощи,Vegetables
1079,Королевские шампиньоны гриль с песто из петрушки на кедровом орехе ,Grilled white mushrooms with parsley pesto sprinkled with pine nuts
1080,Авокадо гриль со сметаной и кунжутным релишем ,Grilled avocado with sour cream and sesame relish
1081,"Баклажан из печи с терияки, ореховым соусом и страчателлой ",Wood stove baked eggplant garnished with teriyaki and nut sauce with stracciatella
1082,Цукини гриль с песто из петрушки на кедровом орехе ,Grilled zucchini with homemade pine tree parsley pesto sauce
1083,"Фермерская морковь запечённая по-перуански с кремом из кешью и морковным соусом
",Farmer's carrots baked Peruvian style with cashew cream and carrot sauce
1084,Картофель из печи с копчёным сливочным маслом и сметаной ,Baked potatoes with smoked butter and sour cream
1085,Брокколи с сырным соусом и черри ,Broccoli with cheese sauce and cherry tomatoes
1086,Сладкое,Desserts
1087,"Береза-Береза  - березовое мороженое, березовое суфле, березовый гель, березовые чипсы ","Birch dessert of birch ice cream with birch soufflé, birch gel and birch chips"
1088,"Шоколадный фондан с мороженым из грецкого ореха, черной смородиной компотэ и горячим ванильным соусом","Chocolate fondant with walnut ice cream, blackcurrant compôte and hot vanilla sauce"
1089,"Бордовая Павлова с сорбетом из жимолости и маринованной черешней
",Burgundy Pavlova with honeysuckle sorbet and pickled cherries
1090,"Золотая Баба с облепиховым ганешем и таймырской морошкой, брусникой и сусальным золотом","Golden Baba au rhum with sea buckthorn ganache,  Taimyr cloudberries and cranberries wuth golden leaf"
1091,Тирамису с кремом на белых грибах и шоколадным бисквитом ,Tiramisu with porcini mushroom cream and chocolate biscuit
1092,"Домашний чизкейк с карамелью, черешней, пломбирным кремом и лесными орехами ","Homemade cheesecake with caramel, cherry, ice cream mousse and nuts"
1093,Черёмуховый медовик со сметанным кремом на черном кофе ,Bird cherry honey cake with black coffee buttercream and blueberry
1094,"Сет конфет ручной работы ""Вкусы Енисейской Сибири"" клюква-биттер, боровики-белый шоколад, пихта-кедровый орех, вяленый марал-темный шоколад","Set of handmade sweets ""Tastes of the Yenisei Siberia"" bitter cranberry / mushrooms-white chocolate / fir-pine nuts / ""Jerked siberian stag"" dark chocolate"
1095,К чаю,Tea accompaniment
1096,Таежная брусника с абанским медом  и кедровым орехом ,Taiga cranberries with Aban honey and pine nuts
1097,Конфета из темного шоколада с вяленой клюквой и кедровым орехом  ,Dark chocolate sweets with dried cranberries and pine nuts
1098,Напитки,Beverages
1099,Морс ягодный ,Homemade fruit punch
1100,Кока-кола,Coca-Cola
1102,Вода,Water
1103,Сан Бенедетто,San Benedetto still
1104,Сан Бенедетто газ,San Benedetto carbonated
1105,"Минеральная вода ""Baikal Reserve""  газ",Baikal Reserve carbonated
1106,"Природная вода ""Baikal Pearl""  б/г",Baikal Reserve still
1107,Сок,Juice
1108,Сок на выбор,Bottled juice
1109,Фреш морковный,Carrot fresh juice
1110,Фреш апельсиновый,Orange fresh juice
1111,Фреш яблочный,Apple fresh juice
1112,Лимонады,Lemonades
1113,Грушево - яблочный с мятой,Pear –apple with mint
1114,Мандарин-роза,Tangerine-rose
1115,Манго - маракуйя,Mango-passionfruit
1116,Фиалковый,Violet
1117,Чай авторский и травяные сборы,Homemade herb tea
1118,Душа тайги ,Soul of Taiga
1119,Цветы Хакасии,Khakassia flower
1120,Пряная облепиха ,Spicy sea-​​buckthorn berry
1121,Сибирская ботаника,Botanica Siberica
1122,Чай Брусничник,Lingonberry
1123,Чай Лесной дар,Forest gift
1124,Чай классический и китайский,Classic and chinese tea
1125,Ассам ,Assam black tea
1126,Эрл Грей,Earl Grey black tea
1127,Зеленый классический,Green tea
1128,Жасмин,Jasmine green tea
1129,Молочный улун,Milk oolong
1130,Да Хуан Пао,Dàhóngpáo Chinese oolong tea
1131,Тегуань Инь,Tiě Guān Yīn oolong tea
1132,Шу Пуэр,Shú pǔ ěr
1133,Кофе,Coffee
1134,Эспрессо,Espresso
1135,Американо,Americano
1136,Капучино ,Cappuccino
1137,Двойной Капучино ,Double Cappuccino
1138,Капучино кокосовый ,Coconut Cappuccino
1139,Латте,Latte
1140,Таежный раф,Taiga raf
1141,Какао,Hot chocolate
1142,Какао ореховое,Nut Hot Cocoa
1143,Какао с маршмеллоу,Hot Cocoa With Marshmallows
1144,"подаётся на замороженном камне с четверговой солью и молотым перцем, соусом понзу и авторским дипом","served on a frozen stone with black salt and ground pepper, ponzu sauce and special dip"
1145,подаются малосольными с нашим полбяным хлебом из печи и взбитым маслом,served lightly salted with stove-baked spelled bread and whipped butter
1146,подаётся с гречишными оладьями и взбитым маслом,served with buckwheat fritters and whipped butter
1147,"подаются на льду с домашним смородиновым уксусом, понзу и лимоном","served on ice with homemade currant
vinegar, ponzu sauce and lemon"
1148,наши специалитеты из камеры Dry Age,our specialties from the Dry-aging chamber
1168,"Печеные перцы с ореховым кранчем, домашней страчателлой и тонатто на тугуне ",Roasted peppers with crunchy walnut served with homemade stracciatella and tugun tonnato
1169,Нерка в лимонном кимчи с сезонной хурмой и листьями кинзы ,"Sockeye salmon served with lemon kimchi, seasonal persimmon and cilantro leaves"
1170,Енисейская нельма с черной икрой из боровиков в соусе на хрене с икрой хариуса,Yenisei nelma with black mushroom spread caviar served with horseradish sauce and grayling caviar
1171,Ростбиф из говядины с печеными перцами и трюфельным тонатто на тугуне,Roast beef garnished with roasted peppers and truffle tugun tonatto 
1172,"Свекольные равиоли с копченым сыром, кедровым урбечем, малиновым соусом и икрой нерки ",Beetroot ravioli with smoked cheese and cedar nut butter served with raspberry sauce and sockeye caviar
1173,"Зеленый салат с арбузной редькой и брокколи, авокадо, цукини и разными листьями в медовом винегрете","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
1174,"Стейк-салат с мраморной говядиной Black Angus с молодым картофелем, битыми огурцами, печеными перцами и разными листьями в горчичном дипе ","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
1175,"Хурма с авокадо и грецким орехом, черри, семечками подсолнуха и соусом из тофу с медом ","Persimmon with avocado, walnuts, cherry tomatoes and sunflower seeds served with honey-tofu sauce"
1176,"Пельмени кундюмы с боровиками и картофелем, взбитой сметаной и демигласом на лесных грибах ",Kundyuma potato-mushroom dumplings served with whipped sour cream and demi-glace forest mushrooms
1177,Тувинские чебуреки хуужуры с оленем и бараньим салом в соусе на куруте,Tuvan reindeer meat and mutton fat khuushuur under kashk sauce
1178,Вырезка оленя гриль с трюфельным жу и кашей из цветной капусты с ряженкой ,Grilled reindeer tenderloin with truffle jus sauce garnished with cauliflower porridge with fermented baked milk 
1179,"Корейка косули малой прожарки с грибным демигласом, брокколи и картофельными пельменями ",Low-rare roe deer loin with mushroom demi-glace served with broccoli-potato dumplings
1180,Пожарская котлета из перепелки с муссом строганов и ферментированной морковкой,Pozharsky quail cutlet with stroganoff mousse garnished with fermented carrots
1181,Язык таймырского оленя с кремом из копченой тыквы и соусом жу ,Taimyr reindeer tongue served with smoked pumpkin cream and jus sauce
1183,Краб / мокрец / эстрагон,Crab / chickweed / tarragon
1184,Топинамбур / икра северных рыб / подсолнечник ,Jerusalem artichoke / northern fish caviar/ sunflower
1185,Икра енисейской стерляди/ лангустин / бархатцы,Yenisei sterlet caviar / langoustine / marigold flowers
1187,Олень / лисички / джем из нектаринов / пекорино романо ,Venison / chanterelles / nectarine jam / pecorino romano
1189,Капуста / мидии / крыжовник / сурепка,Cabbage / mussels / gooseberries / yellow rocket flowers
1191,Олень / брискет / кедровый орех / виноградный лист / консоме из сахарной косточки / подкопченная сметана / щучья икра,Venison / brisket / pine nuts / grape leaf / bone consommé / smoked sour cream / pike caviar
1193,Чир / копчёное молоко / корнеплоды ,Broad whitefish /smoked milk / root vegetables
1195,Марал /  глазированная свекла /  айоли из черемши и черного чеснока / порто / костный мозг / икра стерляди ,Siberian stag / glazed beetroot / wild and black garlic aioli / port wine sauce / bone marrow / sterlet caviar
1197,Чизкейк камамбер / икра енисейской стерляди / мороженое из смородинового листа,Camembert cheesecake / Yenisei sterlet caviar / currant leaf ice cream
1200,"Сезонная редиска со взбитым творогом, черемшой, огурцом, вялеными домашними томатами и щавелем","Seasonal radish with whipped cottage cheese, wild garlic, cucumber, dried tomatoes and sorrel"
1201,"Рожки с тартаром из говядины с вяленой клюквой, кедровым орехом и айоли с чёрным чесноком","Cones with beef steak tartare, sprinkled with dried cranberries, pine nuts and black garlic aioli"
1202,"Тартар из оленины и нерки с сезонной черемшой, кололе из икры омуля, айоли тархун и огурцом в тыквенном масле","Venison and sockeye salmon steak tartare served with seasonal wild garlic, dried omul caviar, tarragon aioli and cucumber with pumpkin oil"
1203,"Бургер с фалангой краба, релишем из вяленой клюквы, криспи беконом, ложным чеддером, сезонной крапивой и муссом хрен-васаби","Crab phalanges burger with dried cranberry relish, crispy bacon, alternative cheddar cheese, seasonal nettle leaves and horseradish-wasabi mousse"
1204,"Окрошка с цыплёнком, заправкой на квасе и сорбетом из огурца, хрена и мяты","Okroshka cold soup with kvass and chicken served with sorbet of cucumber, horseradish and mint"
1205,Зелёные щи на крапиве и щавеле с цыплёнком гриль,"Green shchi cabbage soup with grilled chicken, nettle and sorrel leaves"
1206,Пельмени со сморчками и сезонной крапивой,Dumplings with morels and seasonal nettle leaves
1207,"Каре хакасского ягненка с полбой, эспумой из кабана и соусом порто с сезонной черешней","Khakass lamb rack garnished with spelt, wild boar foam and port wine sauce with seasonal wild cherries"
1208,Берёзовая панна-котта с сорбетом из зелёных яблок и молодыми еловыми побегами,Birch panna cotta with green apple sorbet and fresh fir shoots
1212,"Кедровый сыр, чипсы из молочной пены, трюфельный жу, икра из выдержанного сыра","Cedar nut cheese, milk foam chips, truffle jus and aged cheese caviar"
1214,"Хрустящий камень, косуля, брусника, чёрный чеснок, бархатцы","Crispy rock of roe deer, cranberries, black garlic and marigold flowers"
1216,"Суп-капучино на суттуг шай, сендвич из мухомора",Suttug shai tea cappuccino-soup and fly agaric sandwich
1218,"Птичка-пирог, перепёлка, фуагра, вяленный як, ряженка с хреном","Bird-shaped pie with quail, foie gras, dried yak meat and horseradish ryazhenka  "
1220,"Блэк ангус, взбитый жир с мисо, соус из крови марала","Black angus, whipped fat with miso, served with deer blood sauce"
1222,"Голова барана – щёки, язык, зобная железа, крем из печёного перца и кукурузы","Sheep cheek, tongue, sweetbread, roasted pepper and corn cream served in a sheep skull"
1224,"Калиновый кисель, вода смородина-красный апельсин, сырный крем","Guelder rose jelly, currant and red orange water, cheese cream"
1226,"Березовая меренга, гель из березового сока, крем базилик","Birch meringue, birch sap gel and basil cream"
1228,Конфеты ручной работы «Вкусы Енисейской Сибири» ,"Handmade sweets ""Flavours of the Yenisey Siberia"""
1229,Пихта-кедровый орех / вяленый марал-тёмный шоколад,Fir and pine nuts/Dried elk meat with dark chocolate
1230,Коппа тувинского яка,Tuvan yak coppa
1231,Авторские травяные сборы ,Original herbal collection
1232,"На выбор: «Цветы востока», «Душа тайги», «Сказочный лес»","Sets: Flowers of the East"", ""Spirit of Taiga"", ""Fairytail forest"""
1233,Настойка в подарочном тубусе ,Alcoholic tincture in a gift tube
1234,Облепиховка/сибирская ирга на таволге/джин на чёрной смородине и пихте/водка на печёных яблоках/кедровка на морошке и листьях смородины/джин на малине/черноплодка/хреновуха,"Sea buckthorn / Siberian amelanchier and meadowsweet / gin of blackcurrant and fir / baked apples  vodka / pine nut, cloudberries and currant leaves / gin of raspberries / chokeberry / horseradish"
1236,Нельма,Nelma
1237,Чир ,Broad whitefish
1238,Тугун,Tugun
1239,Устрица ,Oyster 
1240,Хариус ,Grayling
1241,Марал,Siberian stag
1242,Лось,Elk
1243,Тартар из хакасской говядины с дегидрированным тувинским яком в картофельной канеле с соусом из печёного перца,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
1244,Тартар из корейки косули с тоннато на тугуне на стеклянном хлебе с юколой лося / корзинка с дикой стерлядью и сырным муссом с икрой из зелёного горошка с копчёным желтком / пате из марала в ежевичной глазури,Khakass beef tartare with dehydrated Tuvan yak in potato canela with roasted pepper sauce
1245,Сугудай из нельмы с маринованным яблоком и пряным лимонным маслом в канеле из родниковой воды,Nelma sugudai with pickled apples and spicy lemon oil in a spring water canelé
1246,"Сет бонбонов «Овощной салат»
малосольный огурец  / сметана-чеснок / маринованные томаты","Set of bon-bons ""Vegetable salad""   salted cucumber / sour cream-garlic / pickled tomatoes"
1247,Хрустящие камни с сырным кремом на копчёном хариусе и юколой нерки с икрой хариуса,"Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar"
1248,"Лепёшка из печи с ростбифом, соусом тоннато на тугуне и маринованным огурцом","Oven-baked flatbread with roast beef, tugun tonnato and pickled cucumbers"
1249,Туруханский муксун в остром свекольном креме с маринованными черри и кинзой,Turukhansk muksun in spicy beetroot cream with pickled cherry tomatoes and cilantro
1250,Тартар из оленя на профитролях из тувинского далгана с икрой хариуса,Deer tartare in Tuva dalgan profiteroles with grayling caviar
1251,Бочковые рыжики со сметанным муссом на хрене и огурцами в укропном масле с маринованным луком,Forest mushrooms with horseradish sour cream mousse and cucumbers in dill oil with pickled onions
1252,"Разные сыры с абанским мёдом, ягодным мармеладом и грецким орехом","Various cheeses with blueberries, local honey, berry marmalade and walnut"
1253,"Брускетта с печёным баклажаном, страчателлой и грецким орехом","Bruschetta with baked eggplant, stracciatella and walnut"
1254,Брускетта с камчатским крабом и копчёным хариусом,Bruschetta with red king crab and smoked grayling
1255,"Зелёный салат с арбузной редькой и брокколи, авокадо, цукини и разными листьями
в медовом винегрете","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with honey vinaigrette"
1256,"Стейк-салат с мраморной говядиной Black Angus с молодым картофелем, битыми огурцами, печёными перцами и разными листьями
в горчичном дипе","Marbled Black Angus beef with baby potatoes, smashed cucumbers, roasted peppers and assorted leaves in a mustard dip"
1257,"Тигровые креветки с домашней страчателлой, горошком и листьями ромейна
с огуречным кетчупом","Tiger prawns with homemade stracciatella, peas and romaine lettuce served with cucumber ketchup"
1258,"Чафан на морковном хумусе с телятиной, вешенками и хрустящим картофелем","Chafan salad with veal, oyster mushrooms and crispy potatoes on carrot hummus "
1259,"Чёрный оливье с камчатским крабом, малосольным лососем и икрой кижуча","Black Russian salad with red king crab, lightly salted salmon and silver salmon caviar"
1260,"Салат с малосольной неркой, угольным картофелем, томатами черри с хреном в горчичном дрессинге ","Salad with salted sockeye salmon, charcoal potatoes, cherry tomatoes and horseradish in mustard dressing"
1262,"Крем из запечённых в печи тыквы и моркови с имбирём, тигровыми креветками гриль
и попкорном из гречки","Oven baked pumpkin and carrot cream with ginger, grilled tiger prawns and buckwheat popcorn"
1263,Уха из северных рыб с молоками лосося и томатом,Traditional russian fish soup uha with salmon milt and tomato
1264,"Борщ с копчёным гусем, фермерским копчёным салом и сметаной","Borscht with smoked goose traditionally smoked lard, served with sour cream"
