,Russian,English
771,Березовая меренга с квашеной капустой и брусникой,Birch meringue with sauerkraut and cranberries
772,"Баклажан из печи с лимонным кимчи, ореховым соусом и летними травами","Wood stove baked eggplant with lemon kimchi, nut sauce and seasonal herbs"
773,Хрустящие камни с терияки и юколой лося с консоме́ из сахарной косточки,Crispy rocks with teriyaki and moose yukola served with bone consommé
774,Утиная ножка конфи с горчичным дипом и молодым картофелем,Duck leg confit with mustard dip and baby potatoes
775,Баклажан из печи с сырым соусом и черри,Wood stove baked eggplant with cheese sauce and cherry tomatoes
776,Коппа тувинского яка с запечённой фермерской морковью и кремом из кешью,Tuvan yak coppa with baked farmer's carrots and cashew cream
777,Нерка с муссом из подкопчённого топинамбура и маринованной рябиной,Sockeye salmon with smoked Jerusalem artichoke mousse and pickled rowanberries
778,Таймырский палтус с маринованными томатами и хрустящими баклажанами,Taimyr halibut with marinated tomatoes and crispy eggplant
779,Черный оливье с фермерской перепелкой и кремом из картофеля,Black Russian salad with farm quail and potato cream
780,Закуски,Appetizers
781,Грудка цыпленка с птитимом и трюфельным муссом пармезан,Chicken breast with ptitim and truffle Parmesan mousse
782,Имты с птитимом и трюфельным муссом пармезан,Imty with ptitim and truffle Parmesan mousse
783,Грудка цыпленка с рожками и вяленой клювой,Chicken breast with cones and dried cranberries
784,"Брускетта с камчатским крабом и авокадо, семечками подсолнуха и соусом из тофу с медом","Bruschetta with red king crab, avocado, sunflower seeds and honey-tofu sauce"
785,"Зеленый салат с арбузной редькой и цыплёнком гриль, броколи и медовым винегретом","Green salad with watermelon radish, grilled chicken, broccoli and honey vinaigrette"
786,Цыплёнок гриль с хрустящими баклажанами и киноа с маринованными томатами и кинзой в соусе чили терияки,Grilled chicken with crispy eggplant and quinoa with marinated tomatoes and cilantro in teriyaki chili sauce
787,"Домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Homemade cheesecake with caramel, blueberry, ice cream mousse and nuts"
788,"Хрустящие камни с сырным кремом на копчёном хариусе и юколой нерки с икрой хариуса, подающиеся с фермерской перепёлкой, чинённой креветкой и шпинатом","Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar, served with farm quail stuffed with shrimps and spinach"
789,"Тугун с таймырским палтусом, гарнированным крабовым соусом и молодыми листьями",Tugun with Taimyr halibut garnished with crab sauce and baby leaves
790,"Стейк Денвер Black Angus с грибной глазурью, квашеной капустой и брусникой",Black Angus denver steak in mushroom glaze with sauerkraut and cranberries
791,"Тартар из хакасской говядины и нерки с seasonal черемшой, айоли из черемши и кедровым орехом","Khakass beef and sockeye salmon tartare with seasonal wild garlic, wild garlic aioli and pine nuts"
792,Тартар из оленины с дикой стерлядью и юколой лося,Venison tartare with wild sterlet and elk yukola
793,Пельмени с авокадо гриль и домашней страчателлой,Dumplings with grilled avocado and homemade stracciatella
794,Пельмени со сморчками и лесными орехами,Dumplings with morels and nuts
795,Шоколадный фондан с мороженым из грецкого ореха и сезонной черешней,Chocolate fondant with walnut ice cream and seasonal wild cherries
796,Креветки на гриле с хариусом и пюре манго,Grilled shrimp with grayling and mango purée
797,Пожарская котлета из перепелки с картофелем из печи и сметаной,Pozharsky quail cutlet with baked potatoes and sour cream
798,Грудка цыпленка с хрустящими баклажанами и маринованными томатами в трюфельном соусе,Chicken breast with crispy eggplant and marinated tomatoes in truffle sauce
799,"Зеленый салат с арбузной редькой, курицей и разными листьями в медовом винегрете","Green salad with watermelon radish, chicken and assorted leaves served with honey vinaigrette"
800,Олень / грибы / соус из нектаринов,Venison / mushrooms / nectarines sauce
801,Устрицы / камчатская нерка / песто из петрушки,Oysters / Kamchatka sockeye salmon / parsley pesto
802,Черный оливье с олениной и сморчками,Black Russian salad with venison and morels
803,"Зеленый салат с брусникой и кедровыми орехами, авокадо, зукини и разными листьями в медовом винегрете","Green salad with cranberries and pine nuts, avocado, zucchini and leaves served with honey vinaigrette"
804,Севиче из нерки с кондитерским кремом и вяленой клюквой,Sockeye salmon ceviche with pastry cream and dried cranberries
805,"Бургер с авокадо, халапеньо и касадией с крабом",Avocado burger with jalapenos and crab quesadilla
806,Севиче из нерки с халапеньо и грецким орехом с лимонным желе и фермерской сметаной,Sockeye salmon ceviche with jalapenos and walnuts with lemon jelly and farm sour cream
807,Тувинские чебуреки хуужуры с оленем и хреном в соусе на квасе,Tuvan reindeer meat khuushuur with horseradish in kvass sauce
808,Крем из запечёных в печи тыквы и моркови с чёрным медовиком и трипле́тным мороженым,Oven baked pumpkin and carrot cream with black honey cake and truffle ice cream
809,Сан Бенедетто с чаем и печеными перцами с хрустящим картофелем,San Benedetto still with tea and roasted peppers with crispy potatoes
810,"Брускетта с печеным баклажаном, страчателлой и грецким орехом с медзи со снежным крабом в соусе неаполетана","Bruschetta with baked eggplant, stracciatella and walnut with mezzi pasta, snow crab and neapolitan sauce"
811,"Камчатская нерка с салатом из малосольной нерки, томатами черри и хреном","Kamchatka sockeye salmon with salad of salted sockeye salmon, cherry tomatoes and horseradish"
812,Тартар из хакасской говядины с хрустящим картофелем и малосольным лососем,Khakass beef tartare with crispy potatoes and lightly salted salmon
813,"Черный медовик с кремом из печёного перца и кукурузы, поданный с морковным хумусом",Black honey cake with roasted pepper and corn cream served with carrot hummus
814,Цыплёнок с печеными перцами и трюфельным кремом из халвы,Chicken with roasted peppers and truffle halva cream
815,"Ростбиф с домашней страчателлой, горошком и черными буузами","Roast beef served with homemade stracciatella, peas and black lotus-shaped buuz"
816,Каре хакасского ягненка с птитимом и трюфельным муссом,Khakass lamb rack with ptitim and truffle mousse
817,"Утиная ножка конфи с грецким орехом и черри, подаваемая с соусом из меда",Duck leg confit with walnuts and cherry tomatoes served with honey sauce
818,Севиче из нерки с компрессионным огурцом в зеленом соусе на перцах и трюфельным тонатто,Sockeye salmon ceviche with compressed cucumber in green sauce with peppers and truffle tugun tonatto.
819,Черный оливье с малосольным лососем и печеными перцами на морковном хумусе,Black Russian salad with lightly salted salmon and roasted peppers on carrot hummus.
820,"Калинник. Ритуал сеяния с сырами, абанским медом и грецким орехом","Kalinnik. The sowing ritual with various cheeses, local honey, and walnuts."
821,Туруханский муксун в сырной биске с картофельным кремом и молодыми листьями,Turukhansk muksun in cheese bisque with potato purée and baby leaves.
822,Устрица с королевским крабом и трюфельным соусом,Oyster with king crab and truffle sauce
823,Стейк рибай с запечёнными перцами и авторским дипом,Ribeye steak with roasted peppers and special dip
824,Являются ли красноярцы потомками индейцев и фермерская морковь запечённая по-перуански с кремом из кешью и морковным соусом?,Are people of Krasnoyarsk descendants of Indians and farmer's carrots baked Peruvian style with cashew cream and carrot sauce?
825,"Конфеты ручной работы «Вкусы Енисейской Сибири» и домашний чизкейк с карамелью, голубикой, пломбирным кремом и лесными орехами","Handmade sweets ""Flavours of the Yenisey Siberia"" and homemade cheesecake with caramel, blueberry, ice cream mousse and nuts."
826,Цыплёнок с птитимом и трюфельным муссом пармезан,Chicken with ptitim and truffle Parmesan mousse
827,Вырезка оленя гриль с ряженкой и молодыми листьями,Grilled reindeer tenderloin with fermented baked milk and baby leaves
828,"Хариус с фермерской перепёлкой, чинённой креветкой и шпинатом, с трюфельным жу","Grayling with farm quail stuffed with shrimps and spinach, served with truffle jus"
829,Черный медовик с конфетами ручной работы «Вкусы Енисейской Сибири» и трюфельным мороженым,"Black honey cake with handmade sweets ""Flavours of the Yenisey Siberia"" and served with truffle ice cream"
830,"Устрица с тартаром из оленины и нерки, кремом из печёного перца и кукурузы","Oyster with venison and sockeye salmon steak tartare, roasted pepper and corn cream"
831,Шу Пуэр с березовым мороженым и березовыми чипсами,Shú pǔ ěr with birch ice cream and birch chips
832,"Котлета из дикого кабана со сморчками и трюфельным соусом, поданное с картофелем и маринованной черешней","Wild boar cutlet with morels and truffle sauce, served with potatoes and pickled cherries"
833,Олень / глазированная свекла / консоме из сахарной косточки / орехи с чесноком / икра стерляди,Venison / glazed beetroot / bone consommé / garlic nuts / sterlet caviar
834,Глазированная свекла с квашеной капустой и лесными орехами,Glazed beetroot with sauerkraut and nuts
835,Тирамису с кленовым кремом и черешней,Tiramisu with maple cream and cherry
836,Брокколи с белыми грибами и маринованной рябиной,Broccoli with porcini mushrooms and pickled rowanberries
837,Тартар из перепёлки с черносливом и трюфельным голландезом,Quail tartare with prunes and truffle hollandaise
838,Свинина с квашеной капустой и брусникой,Pork with sauerkraut and cranberries
839,Овощи с сырным соусом и вяленой клювой,Vegetables with cheese sauce and dried cranberries
840,Каре хакасского ягненка с морсом ягодным,Khakass lamb rack with homemade fruit punch
841,Утиная ножка конфи с тирамису на белых грибах,Duck leg confit with tiramisu with porcini mushroom cream
842,Нельма с жареным баклажаном и легким чесночным пюре,Nelma with fried eggplant and light garlic purée
843,Котлета из дикого кабана с соусом терияки и маринованными томатами,Wild boar cutlet with teriyaki sauce and pickled tomatoes
844,Домашняя лапша с магаданскими креветками и белыми грибами с чесночным пюре и теплыми картофельными пончиками,"Homemade noodles, Magadan shrimps and porcini mushrooms with garlic purée and warm potato donuts"
845,Шоколадный фондан с вяленой клюквой и сыром пекорино романо,Chocolate fondant with dried cranberries and pecorino romano cheese
846,Тигровые креветки с лимонным пирогом и кремом маскарпоне,Tiger prawns with lemon pie and mascarpone cream
847,Жареный сахалинский гребешок с хрустящей лепёшкой и соусом тоннато,Fried Sakhalin scallop with crispy flatbread and tonnato sauce
848,Северные рыбы с холодным бульоном кукси и сырным кремом,Northern fish with cold kuksu broth and cheese cream
849,Фиалковый фреш с яблоком и лимоном на кедровом орехе,Violet fresh juice with apple and lemon on pine nuts
850,"Пельмени кундюмы с тигровыми креветками и брокколи, взбитой сметаной и демигласом на лесных грибах",Kundyuma dumplings with tiger prawns and broccoli served with whipped sour cream and demi-glace forest mushrooms
851,"Корейка косули с березовой меренгой, гелем из березового сока и кремом базилик","Roe deer loin with birch meringue, birch sap gel and basil cream"
852,Королевские шампиньоны гриль с кремом из кешью и козьим сыром,Grilled white mushrooms with cashew cream and goat cheese
853,"Зеленый салат с арбузной редькой и кремом из кешью, авокадо и розмарином","Green salad with watermelon radish and cashew cream, avocado and rosemary"
854,Гриль,Grill
855,Тоник,Tonic
856,"Гриль на пихте с маринованными помидорами, кинзой и соусом терияки","Grilled dish with fir, marinated tomatoes, cilantro and teriyaki sauce"
857,Тоник с бараниной и копченым сыром,Tonic with lamb and smoked cheese
858,Устрица с мороженым из жимолости и грецким орехом,Oyster with honeysuckle ice cream and walnut
859,Тартар из оленя с березовым гелем и ягодным мармеладом,Deer tartare with birch gel and berry marmalade
860,Чёрные буузы с камчатским крабом и соусом из трав,Black lotus-shaped buuz with red king crab and herb sauce
861,Язык таймырского оленя с мидиями и тушеными овощами,Taimyr reindeer tongue with mussels and stewed vegetables
862,Цыпленок гриль с фермерской морковью запечённой по-перуански и кремом из кешью,Grilled chicken with farmer's carrots baked Peruvian style and cashew cream
863,Баклажан из печи в ореховом соусе с киноа и маринованными томатами,Wood stove-baked eggplant in nut sauce with quinoa and marinated tomatoes
864,Стейк Стриплоин Black Angus с соусом из печёного перца и уксусом из рябин,Black Angus striploin steak with roasted pepper sauce and rowan vinegar
865,Тирамису с кремом из халвы и шоколадным бисквитом,Tiramisu with halva cream and chocolate biscuit
866,Цыплёнок гриль с пюре из печеного яблока и брусники с муссом васаби,Grilled chicken with baked apple and lingonberry purée served with wasabi mousse
867,Тартар из корейки косули с нашим полбяным хлебом из печи и взбитым маслом,Roe deer loin tartare with stove-baked spelled bread and whipped butter
868,"Пельмени с дичью и грибным демигласом, поданные с кузово́чком и мандариновой розой",Wild meat dumplings with mushroom demi-glace served with a tart and tangerine-rose
869,"Уха из северных рыб с креветками и томатом, поданная с лимонадом",Traditional Russian fish soup uha with shrimp and tomato served with lemonade
870,Салат с малосольной неркой и таежной брусникой с абанским медом,Salad with salted sockeye salmon and taiga cranberries with Aban honey
871,Камчатская нерка с угольным картофелем в хрустящем кляре и хреном,Kamchatka sockeye salmon in crispy batter with charcoal potatoes and horseradish
872,Жареный сахалинский гребешок с фуагра и домашней страчателлой,Fried Sakhalin scallop with foie gras and homemade stracciatella
873,Борщ с копчёным гусем и сезонной крапивой,Borscht with smoked goose and seasonal nettle leaves
874,Чай классический с конфетой из темного шоколада и вяленой клюквой,Classic tea with dark chocolate sweets and dried cranberries
875,Баклажан из печи с терияки и авторскими травяными сборами,Wood stove baked eggplant with teriyaki and original herbal collection
876,Чаффан на морковном хумусе с камчатским крабом и вешенками,Chafan salad with red king crab and oyster mushrooms on carrot hummus
877,Цыплёнок в глазури из трюфельного мёда с гречишными оладьями и взбитым маслом,Chicken in truffle honey glaze with buckwheat fritters and whipped butter
878,Пельмени из северных рыб с камамбером и вялеными домашними томатами в копченом рыбном бульоне,Northern fish dumplings with camembert and dried tomatoes in smoked fish broth
879,Тартар из хакасской говядины с вялеными домашними томатами и черемшой в картофельной канеле с соусом из печеного перца,Khakass beef tartare with dried tomatoes and wild garlic in potato canela with roasted pepper sauce
880,Фреш яблочный с айоли из черемши,Apple fresh juice with wild garlic aioli
881,Тартар из хакасской говядины с печеными перцами и черной смородиной,Khakass beef tartare with roasted peppers and black currant
882,Креветки на гриле с баклажаном из печи и манго с песто из петрушки,Grilled shrimp with wood stove baked eggplant and mango purée with parsley pesto
883,Тигровые креветки с копчёным молоком и ферментированной морковкой,Tiger prawns with smoked milk and fermented carrots
884,Борщ с копченым гусем и зелеными листьями в медовом винегрете,Borscht with smoked duck and leafy greens served with honey vinaigrette
885,Зеленый салат с арбузной редькой и фермерским копченым салом,Green salad with watermelon radish and traditionally smoked lard
886,Севиче из нерки с птитимом и огуречным соусом,Sockeye salmon ceviche with ptitim and cucumber sauce
887,"Грудка цыпленка с броколи и гречишными оладьями, подается с горячим ванильным соусом","Chicken breast with broccoli and buckwheat fritters, served with hot vanilla sauce"
888,"Камчатская нерка в грибной глазури с цукини и шпинатом, икра стерляди","Kamchatka sockeye salmon in mushroom glaze with zucchini and spinach, garnished with sterlet caviar"
889,Хрустящие камни с сырным кремом на копчёном хариусе и юколой нерки с икорём хариуса,"Crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar"
890,Устрица с удаленой икрой и кремом из белых грибов,Oyster with removed caviar and porcini mushroom cream
891,Калинник. Ритуал приветствия с копченым хариусом,Kalinnik. The greeting ritual with smoked grayling
892,Стейк-салат с мраморной говядиной Black Angus с таёжной брусникой и печеными перцами,Marbled Black Angus beef salad with taiga cranberries and roasted peppers
893,Авокадо гриль с квашеной капустой и чипсами из сезонных корнеплодов,Grilled avocado with sauerkraut and seasonal root vegetable chips
894,Чафан на морковном хумусе с кукурузным муссом и разными сырами,Chafan salad with corn mousse and various cheeses on carrot hummus
895,Свекольные равиоли с тигровыми креветками и припущенным шпинатом с кедровым орехом,Beetroot ravioli with tiger shrimp and poached spinach served with pine nuts
896,Овощи с кремом из запеченой в печи тыквы и моркови,Vegetables with oven baked pumpkin and carrot cream
897,Пельмени с камчатским крабом и грилем тигровых креветок,Dumplings with king crab and grilled tiger prawns
898,Брускетта с черной икрой из боровиков и топинамбуром,Bruschetta with black mushroom spread caviar and Jerusalem artichoke
899,Уха из камчатского краба с молками лосося и брусникой,Traditional russian fish soup uha with king crab and lingonberry
900,Котлета из дикого кабана с кукурузным муссом и припущенным шпинатом с кедровым орехом,Wild boar cutlet with corn mousse and poached spinach served with pine nuts
901,Овощи с глазированной свеклой и домашним песто из петрушки на кедровом орехе,Vegetables with glazed beets and homemade parsley pesto sauce with pine nuts
902,"Зеленый салат с копченым гусем, арбузной редькой и медовым винегретом","Green salad with smoked goose, watermelon radish and honey vinaigrette"
903,Душа тайги с тартаром из оленя и сметанным муссом,Soul of Taiga with deer tartare and sour cream mousse
904,Таймырский палтус с маринованными черри и костным мозгом под шефским соусом,Taimyr halibut with pickled cherry tomatoes and bone marrow served with chef's sauce
905,Вырезка оленя гриль с ореховым соусом и горячими листьями с квашеной капустой,Grilled reindeer tenderloin with nut sauce and hot leaves served with sauerkraut
906,Утиная ножка конфи с манго-маракуйей и чипсами из сезонных корнеплодов,Duck leg confit with mango-passionfruit and seasonal root vegetable chips
907,Пельмени с дичью в соусе песто из петрушки на кедровом орехе,Wild meat dumplings in parsley pesto sauce sprinkled with pine nuts
908,Тартар из хакасской говядины с вяленым желтком в картофельной канеле с соусом из печёного перца,Khakass beef tartare with dried yolk in potato canela with roasted pepper sauce
909,Брускетта с камчатским крабом и черри с трюфельным соусом и грецким орехом,Bruschetta with red king crab and cherry tomatoes with truffle sauce and walnut
910,Цыплёнок гриль с малосольными пельменями и сезонной крапивой,Grilled chicken with lightly salted dumplings and seasonal nettle leaves
911,Закуски с таймырским муксуном в соусе чили терияки,Appetizers with Taimyr muksun in teriyaki chili sauce
912,"Олень с грибной глазурью, молодым картофелем и шпинатом, украшенный кедровыми орехами","Venison in mushroom glaze with baby potatoes and spinach, garnished with pine nuts"
913,Шоколадный фондан с грецким орехом и консоме из сахарной косточки,Chocolate fondant with walnut and bone consommé
914,Пельмени из северных рыб с домашней страчателлой в копчённом рыбном бульоне,Northern fish dumplings with homemade stracciatella in smoked fish broth
915,"Хрустящий камень, косуля, баклажан с ореховым соусом и черным чесноком","Crispy rock of roe deer, eggplant with nut sauce and black garlic"
916,Свекольные равиоли с копченым сыром и трюфельным жу,Beetroot ravioli with smoked cheese and truffle jus
917,"Нерка с молодым картофелем, печеными перцами и малиновым соусом","Sockeye salmon with baby potatoes, roasted peppers and raspberry sauce"
918,Цыплёнок в глазури из трюфельного мёда с какао ореховым,Chicken in truffle honey glaze with nut hot cocoa
919,Вырезка оленя гриль с авторскими травяными сборами и ряженкой с хреном,Grilled reindeer tenderloin with original herbal collection and horseradish ryazhenka
920,Тартар из оленя с ягодным мармеладом и грецким орехом,Deer tartare with berry marmalade and walnut
921,Жареный сахалинский гребешок с чесночным пюре и порт wine соусом с сезонной черешней,Fried Sakhalin scallop with garlic purée and port wine sauce with seasonal wild cherries
922,Пельмени из северных рыб с кремом из копченой тыквы,Northern fish dumplings with smoked pumpkin cream
923,Креветки на гриле с брусникой и квашеной капустой,Grilled shrimp with cranberries and sauerkraut
924,Стейк стриплойн Black Angus с пюре из печеного яблока и брусники,Black Angus striploin steak with baked apple and lingonberry purée
925,"Пельмени со сморчками, черемшой и морковным соусом","Dumplings with morels, wild garlic and carrot sauce"
926,"Ростбиф из говядины с печеными перцами и трюфельным тонатто на тугуне / Птичка-пирог, перепёлка, фуагра, вяленный як, ряженка с хреном","Roast beef garnished with roasted peppers and truffle tugun tonatto / Bird-shaped pie with quail, foie gras, dried yak meat and horseradish ryazhenka"
927,Капуста / мидии / крыжовник / сурепка / Утиная ножка конфи с муссом из подкопчённого топинамбура и чипсами из сезонных корнеплодов,Cabbage / mussels / gooseberries / yellow rocket flowers / Duck leg confit with smoked Jerusalem artichoke mousse and seasonal root vegetable chips
928,Таймырский палтус с баклажаном из печи в терияки и чесночным пюре,Taimyr halibut with wood stove baked eggplant garnished with teriyaki and garlic purée
929,Котлета из дикого кабана с грибами и молодыми листьями под соусом с хреном,Wild boar cutlet with mushrooms and baby leaves served with horseradish sauce
930,Борщ с копченым гусем и тартар из оленя на профитролях,Borscht with smoked duck and deer tartare in profiteroles
931,Цыплёнок в глазури из трюфельного мёда с капучино,Chicken in truffle honey glaze with cappuccino
932,Чизкейк камамбер с таежной брусникой и ферментированной морковкой,Camembert cheesecake with taiga cranberries and fermented carrots
933,Креветки на гриле с икрой енисейской стерляди и муссом строганов,Grilled shrimp with Yenisei sterlet caviar and stroganoff mousse
934,Цветы Хакасии с песто из петрушки на кедровом орехе,Khakassia flower with homemade pine tree parsley pesto sauce
935,Черные буузы лотос с картофельной канелой и соусом из печеного перца,Black lotus-shaped buuz with potato canela and roasted pepper sauce
936,Язык таймырского оленя с черным медовиком и трюфельным мороженым,Taimyr reindeer tongue with black honey cake and truffle ice cream
937,Форель запечённая на лиственной доске с ряженкой с хреном и консоме из сахарной косточки,Trout baked on a leaf with horseradish ryazhenka and bone consommé
938,"Зелёный салат с арбузной редькой и брокколи, авокадо, цукини и разными листьями с козьим сыром","Green salad with watermelon radish, broccoli, avocado, zucchini and leaves served with goat cheese"
939,"Печеные перцы с ореховым кранчем, домашней страчателлой и тонатто на тугуне с печеным авокадо",Roasted peppers with crunchy walnut served with homemade stracciatella and tugun tonnato with baked avocado
940,Утиная ножка конфи с квашеной капустой и вяленым маралом,Duck leg confit with sauerkraut and dried elk meat
941,"Сезонная редиска с брусникой, черемшой и огурцом","Seasonal radish with cranberries, wild garlic and cucumber"
942,Стейк-салат с мраморной говядиной Black Angus и хариусом с молодыми листьями в горчичном дипе,Marbled Black Angus beef and grayling salad with baby leaves in a mustard dip
943,Цукини гриль с печеным баклажаном и соусом на курут,Grilled zucchini with baked eggplant and kashk dipping sauce
944,"Тартар из хакасской говядины с сезонной редиской, взбитым творогом и вялеными домашними томатами","Khakass beef tartare with seasonal radish, whipped cottage cheese and dried tomatoes"
945,"Цыплёнок гриль с капустой, хрустящими баклажанами и кинзой в соусе из печеного перца","Grilled chicken with cabbage, crispy eggplant and cilantro in roasted pepper sauce"
946,Пельмени из северных рыб с квашеной капустой и брусникой,Northern fish dumplings with sauerkraut and cranberries
947,Хрустящие камни с сырным кремом и черёмуховым медовиком,Crispy rocks with cheese cream and bird cherry honey cake
948,Хариус с капустой и мидиями в соусе на куруте,Grayling with cabbage and mussels in kashk sauce
949,Марал с обленным луком и спаржей под грибным соусом,Siberian stag with caramelized onions and asparagus in mushroom sauce
950,Жареный сахалинский гребешок с тигровыми креветками гриль и соусом из таежной черемши,Fried Sakhalin scallop with grilled tiger prawns and Taiga wild garlic sauce
951,"Черный оливье с мраморной говядиной Black Angus, малосольным лососем и икрой кижуча","Black Russian salad with Black Angus marbled beef, lightly salted salmon and silver salmon caviar"
952,Цукини гриль с трюфельным жу и кашей из цветной капусты с ряженкой,Grilled zucchini with truffle jus sauce garnished with cauliflower porridge with fermented baked milk
953,Стейк Стриплойн Black Angus с трюфельным жу и брусникой,Black Angus striploin steak with truffle jus sauce and cranberries
954,Цыплёнок в глазури из трюфельного мёда с кедровым орехом и крабом,Chicken in truffle honey glaze with pine nuts and crab
955,Брускетта с печеным баклажаном и страчателлой с икорным соусом,Bruschetta with baked eggplant and stracciatella with caviar sauce
956,Котлета из дикого кабана со сморчками и чесночным пюре,Wild boar cutlet with morels and garlic purée
957,Креветки на гриле с пюре манго и укропным маслом,Grilled shrimp with mango purée and dill oil
958,Сыровяленое с вяленым марал-тёмным шоколадом,Dry-aged delicatessen with dried elk meat and dark chocolate
959,Лепёшка из печи с айоли из черемши и черного чеснока и маринованным огурцом,Oven-baked flatbread with wild and black garlic aioli and pickled cucumbers
960,Уха из северных рыб с с молоками лосося и томатом и хрустящие камни с сырным кремом на копченом хариусе и юкколой нерки с икрой хариуса,"Traditional Russian fish soup uha with salmon milt and tomato and crispy rocks with smoked grayling-cheese cream, nelma yukola and grayling caviar."
961,Мурманская форель с калинником и брокколи,Murmansk trout with Kalinnik and broccoli
962,Пельмени с березовым мороженым и черри,Dumplings with birch ice cream and cherry tomatoes
963,Цукини гриль с кремом из кешью и морковным соусом,Grilled zucchini with cashew cream and carrot sauce
964,Черёмуховый медовик с чаем авторским и травяными сборами,Bird cherry honey cake with homemade herb tea
965,Коппа тувинского яка с баклажаном из печи в ореховом соусе и терияки с лесными орехами,Tuvan yak coppa with wood stove-baked glazed eggplant in nut and teriyaki sauce with hazelnuts
966,Камчатская нерка с пюре из печеного яблока и брусники с муссом васаби,Kamchatka sockeye salmon with baked apple and lingonberry purée served with wasabi mousse
967,Жареный сахалинский гребешок с песто из петрушки на кедровом орехе и лимоном,Fried Sakhalin scallop with homemade pine tree parsley pesto sauce and lemon
968,Брускетта с камчатским крабом и копченым хариусом и цыплёнок в глазури из трюфельного мёда,Bruschetta with red king crab and smoked grayling and chicken in truffle honey glaze
969,Суп-капучино на суттуг шай с шоколадным фондоном и мороженым из грецкого ореха,Suttug shai tea cappuccino-soup with chocolate fondant and walnut ice cream
970,Рожки с тартаром из говядины с морковным соусом и чаем Лесной дар,"Cones with beef steak tartare, carrot sauce and Forest gift tea"
971,Фермерская морковь запечённая по-перуански с азартным десертом и напитками,Farmer's carrots baked Peruvian style with an exciting dessert and Beverages
972,Фермерская перепёлка с кремом из копченой тыквы и молочным улуном,Farm quail with smoked pumpkin cream and milk oolong
973,Эспрессо с конфетами ручной работы «Вкусы Енисейской Сибири»,"Espresso with handmade sweets ""Flavours of the Yenisey Siberia"""
974,Тирамису с домашней лапшой и тигровыми креветками в креветочном биске с вяленым желтком,Tiramisu with homemade noodles and tiger prawns in shrimp bisque with dried yolk
975,"Художественная оленина с зелёными щами, кабачком и печеным кремом из молока","Artistic venison with green shchi, eggplant and baked milk cream"
976,Конфета из тёмного шоколада с мраморной говядиной Black Angus и вяленой клюквою,Dark chocolate sweets with marbled Black Angus beef and dried cranberries
977,Утиная ножка конфи с белыми грибами и чипсами из вяленой клюквы,Duck leg confit with porcini mushrooms and dried cranberry chips
978,Тартар из хакасской говядины с кедровым сыром и муссом васаби,Khakass beef tartare with cedar nut cheese and wasabi mousse
979,Брускетта с печеным баклажаном и тартаром из оленя на профитролях из тувинского далгана,Bruschetta with baked eggplant and deer tartare in Tuva dalgan profiteroles
980,Сыровяленый марал с черёмуховым медовиком со сметанным кремом на черном кофе,Siberian stag with bird cherry honey cake and black coffee buttercream
981,Домашняя лапша с неркой и обожженным чесноком в креветочном биске,Homemade noodles with sockeye salmon and charred garlic in shrimp bisque
982,Мурманская форель с авторскими травяными сборами и диковинками из гречишных оладий,Murmansk trout with original herbal collection and delicacies from buckwheat fritters
983,"Чёрный оливье с таёжной брусникой, угольным картофелем и икрой енисейской стерляди","Black Russian salad with taiga cranberries, charcoal potatoes and Yenisei sterlet caviar"
984,"Пельмени кундюмы с дичью в крепком бульоне из белых грибов, взбитой сметаной и соусом тоннато","Kundyuma dumplings with wild meat in strong porcini mushrooms broth, whipped sour cream and tonnato sauce"
985,"Окрошка с цыплёнком, маринованным огурцом и демигласом на лесных грибах","Okroshka cold soup with kvass and chicken, pickled cucumber and demi-glace forest mushrooms"
986,"Таймырский олень с черри и битыми огурцами, подается с фермерской сметаной и lemon jelly","Taimyr deer with cherry tomatoes and smashed cucumbers, served with farm sour cream and lemon jelly"
987,Шоколадный фондан с мороженым из грецкого ореха и черным чесноком с песто из петрушки,Chocolate fondant with walnut ice cream and black garlic with parsley pesto
988,Камчатская нерка с печеными перцами и трюфельным соусом,Kamchatka sockeye salmon with roasted peppers and truffle sauce
989,Ростбиф с капустой и маринованными помидорами,Roast beef with cabbage and pickled tomatoes
990,Пельмени с дичью в крепком бульоне из белых грибов,Wild meat dumplings in strong porcini mushrooms broth
991,Лимонный пирог с кремом маскарпоне и базиликовым мороженым,"Lemon pie with mascarpone cream, basil ice cream"
992,Котлета из дикого кабана со сморчками и белыми грибами с чесночным пюре и бараньим жу,Wild boar cutlet with morels and porcini mushrooms served with garlic purée and lamb jus
993,"Таймырский олень с глазированнной свеклой, айоли из черемши и чёрного чеснока с порто, костным мозгом и маринованной черешней","Taimyr deer with glazed beets, wild garlic and black garlic aioli with port, bone marrow and pickled cherries"
994,Котлета из дикого кабана с хрустящими баклажанами и маринованными томатами на морковном хумусе,Wild boar cutlet with crispy eggplant and marinated tomatoes on carrot hummus
995,Цыплёнок в глазури из трюфельного мёда с печеными картофелями и сморчками с кедровым орехом,Chicken in truffle honey glaze with baked potatoes and morels served with pine nuts
996,Брускетта с печёным баклажаном и хрустящими камнями с сырным кремом на копчёном хариусе,Bruschetta with baked eggplant and crispy rocks with smoked grayling-cheese cream
